date;RefSt;Sensor_O3;Temp;RelHum
9/7/17 14:30;107.0;3.713.740;28.50;30.50
9/7/17 15:00;106.0;3.535.050;28.17;30.83
9/7/17 15:30;102.0;3.514.673;27.90;31.00
9/7/17 16:00;101.0;3.674.060;27.50;31.00
9/7/17 16:30;90.0;3.691.597;26.70;31.30
9/7/17 17:00;83.0;3.263.543;26.00;32.00
9/7/17 17:30;83.0;2.843.200;26.07;31.93
9/7/17 18:00;87.0;2.726.757;26.37;31.57
9/7/17 18:30;86.0;3.291.490;24.47;32.53
9/7/17 19:00;81.0;3.281.657;24.00;33.00
9/7/17 19:30;82.0;3.167.676;23.03;33.14
9/7/17 20:00;81.0;3.340.253;22.00;34.00
9/7/17 20:30;76.0;3.337.480;22.00;34.00
9/7/17 21:00;62.0;3.127.210;22.00;34.00
9/7/17 21:30;54.0;1.783.997;21.67;34.00
9/7/17 22:00;51.0;1.731.813;21.00;42.37
9/7/17 22:30;40.0;1.308.530;21.00;46.67
9/7/17 23:00;25.0;1.073.750;20.27;50.57
9/7/17 23:30;26.0;842.047;20.00;52.57
10/7/17 0:00;23.0;677.690;19.60;55.23
10/7/17 0:30;28.0;595.757;19.00;59.90
10/7/17 1:30;16.0;436.918;18.18;68.47
10/7/17 2:00;15.0;415.763;18.00;66.67
10/7/17 2:30;12.0;432.420;18.00;67.83
10/7/17 3:00;7.0;399.137;18.00;68.53
10/7/17 3:30;9.0;340.177;18.00;70.00
10/7/17 4:00;4.0;378.963;17.87;68.60
10/7/17 4:30;7.0;334.060;17.00;69.87
10/7/17 5:00;5.0;324.653;17.83;69.23
10/7/17 5:30;8.0;297.337;19.10;66.73
10/7/17 6:00;12.0;321.813;21.77;53.87
10/7/17 6:30;18.0;344.470;24.87;38.50
10/7/17 7:00;29.0;403.970;24.97;34.23
10/7/17 7:30;37.0;583.610;24.00;43.73
10/7/17 8:00;49.0;705.210;28.53;30.53
10/7/17 8:30;73.0;1.114.210;29.63;29.90
10/7/17 9:00;93.0;2.180.813;29.83;29.93
10/7/17 9:30;105.0;3.281.510;29.80;29.93
10/7/17 10:00;111.0;4.031.540;30.23;29.77
10/7/17 10:30;115.0;4.055.017;30.93;29.27
10/7/17 11:00;125.0;4.637.797;29.50;30.00
10/7/17 11:30;137.0;4.833.033;30.53;29.63
10/7/17 12:00;143.0;5.032.887;32.57;28.47
10/7/17 12:30;147.0;5.066.453;34.37;27.63
10/7/17 13:00;145.0;5.364.010;33.03;28.30
10/7/17 13:30;139.0;5.302.223;32.80;28.40
10/7/17 14:00;142.0;5.076.113;32.53;28.53
10/7/17 14:30;141.0;5.013.353;32.53;28.47
10/7/17 15:00;141.0;4.850.797;32.87;28.40
10/7/17 15:30;141.0;4.887.597;32.97;28.13
10/7/17 16:00;138.0;4.809.837;32.70;28.43
10/7/17 16:30;133.0;4.569.270;31.93;29.00
10/7/17 17:00;129.0;4.370.910;31.07;29.00
10/7/17 17:30;123.0;4.250.890;30.57;29.50
10/7/17 18:00;118.0;4.083.183;30.00;30.00
10/7/17 18:30;103.0;4.311.043;28.33;30.73
10/7/17 19:00;93.0;3.403.772;26.34;31.79
10/7/17 19:30;88.0;3.350.727;25.43;32.50
10/7/17 20:00;88.0;3.131.983;24.47;36.53
10/7/17 20:30;83.0;3.159.633;24.00;42.20
10/7/17 21:00;80.0;2.987.033;23.37;34.27
10/7/17 21:30;73.0;2.970.897;22.73;34.10
10/7/17 22:00;68.0;2.545.990;22.00;36.43
10/7/17 22:30;61.0;2.233.650;21.60;40.63
10/7/17 23:00;53.0;2.062.057;21.00;47.97
10/7/17 23:30;44.0;1.772.990;21.00;49.53
11/7/17 0:00;41.0;1.316.840;20.50;51.60
11/7/17 0:30;36.0;1.161.760;20.03;52.83
11/7/17 1:30;29.0;770.312;19.76;54.00
11/7/17 2:00;28.0;644.023;19.00;54.00
11/7/17 2:30;18.0;622.590;19.00;55.13
11/7/17 3:00;22.0;425.527;18.47;59.60
11/7/17 3:30;14.0;436.680;18.00;64.53
11/7/17 4:00;21.0;368.083;18.00;65.10
11/7/17 4:30;20.0;518.383;18.00;61.70
11/7/17 5:00;9.0;541.103;18.00;60.37
11/7/17 5:30;12.0;353.420;18.03;63.97
11/7/17 6:00;17.0;340.660;19.67;62.63
11/7/17 6:30;19.0;369.497;21.37;50.97
11/7/17 7:00;16.0;369.113;21.07;48.00
11/7/17 7:30;30.0;346.548;21.69;47.21
11/7/17 8:00;53.0;504.517;26.30;32.47
11/7/17 8:30;64.0;1.290.570;28.07;30.77
11/7/17 9:00;82.0;1.761.273;29.50;30.00
11/7/17 9:30;93.0;2.647.440;28.97;30.33
11/7/17 10:00;98.0;2.934.457;30.00;30.00
11/7/17 10:30;105.0;3.243.003;30.97;29.33
11/7/17 11:00;110.0;3.314.983;31.70;28.87
11/7/17 11:30;113.0;3.700.773;33.30;28.03
11/7/17 12:00;117.0;4.316.280;33.47;28.03
11/7/17 12:30;119.0;4.008.627;34.13;27.87
11/7/17 13:00;124.0;4.237.463;34.73;27.27
11/7/17 13:30;128.0;4.362.913;35.73;26.97
11/7/17 14:00;134.0;4.467.597;35.77;27.00
11/7/17 14:30;146.0;4.714.067;34.87;27.23
11/7/17 15:00;157.0;4.778.720;34.03;27.73
11/7/17 15:30;160.0;5.006.677;33.83;27.97
11/7/17 16:00;164.0;5.154.677;33.33;28.10
11/7/17 16:30;159.0;4.989.000;33.20;28.30
11/7/17 17:00;115.0;4.364.783;33.97;28.00
11/7/17 17:30;104.0;3.150.183;32.00;28.70
11/7/17 18:00;94.0;3.120.823;29.53;30.00
11/7/17 18:30;83.0;2.859.940;28.33;30.67
11/7/17 19:00;82.0;2.469.840;27.07;31.17
11/7/17 19:30;82.0;2.591.857;25.63;32.00
11/7/17 20:00;82.0;2.716.777;24.40;33.40
11/7/17 20:30;75.0;2.725.123;24.03;33.80
11/7/17 21:00;69.0;2.455.123;24.00;43.37
11/7/17 21:30;63.0;2.165.147;23.83;49.90
11/7/17 22:00;63.0;1.912.447;23.07;49.17
11/7/17 22:30;54.0;1.843.373;22.77;47.00
11/7/17 23:00;48.0;1.461.767;22.00;51.03
11/7/17 23:30;37.0;1.011.300;21.67;49.07
12/7/17 0:00;35.0;670.507;21.00;49.97
12/7/17 0:30;32.0;612.277;21.00;51.97
12/7/17 1:30;27.0;522.916;20.11;60.89
12/7/17 2:00;30.0;491.280;20.00;57.60
12/7/17 2:30;18.0;538.417;20.00;54.27
12/7/17 3:00;10.0;424.300;19.10;62.63
12/7/17 3:30;6.0;346.667;19.00;67.10
12/7/17 4:00;7.0;307.390;18.97;67.03
12/7/17 4:30;10.0;303.230;19.00;67.00
12/7/17 5:00;13.0;312.233;19.00;66.07
12/7/17 5:30;8.0;327.213;20.83;63.60
12/7/17 6:00;16.0;286.040;24.20;47.23
12/7/17 6:30;25.0;326.543;26.67;32.37
12/7/17 7:00;35.0;411.313;29.30;30.13
12/7/17 7:30;48.0;528.917;30.73;29.47
12/7/17 8:00;57.0;924.223;31.87;28.77
12/7/17 9:00;90.0;1.797.596;32.08;28.58
12/7/17 9:30;102.0;2.541.833;30.93;29.17
12/7/17 10:00;116.0;2.867.440;32.57;28.60
12/7/17 10:30;125.0;3.498.037;33.83;27.87
12/7/17 11:00;127.0;3.852.653;35.23;27.23
12/7/17 11:30;116.0;3.783.403;36.63;26.47
12/7/17 12:00;117.0;3.902.930;38.03;25.83
12/7/17 12:30;118.0;3.736.987;38.43;25.57
12/7/17 13:00;119.0;4.088.533;38.70;25.47
12/7/17 13:30;137.0;3.822.450;39.87;24.73
12/7/17 14:00;132.0;3.619.490;37.97;25.70
12/7/17 14:30;130.0;3.529.813;33.70;27.77
12/7/17 15:00;128.0;3.342.683;34.13;27.50
12/7/17 15:30;128.0;3.268.020;33.80;27.93
12/7/17 16:00;120.0;3.328.693;32.87;28.43
12/7/17 16:30;113.0;3.180.850;32.27;28.57
12/7/17 17:00;105.0;3.050.883;31.43;29.00
12/7/17 17:30;102.0;2.896.193;30.10;29.90
12/7/17 18:00;101.0;2.970.873;29.50;30.03
12/7/17 18:30;97.0;3.222.063;28.00;31.00
12/7/17 19:00;94.0;3.333.187;26.97;31.13
12/7/17 19:30;95.0;3.362.457;26.00;32.00
12/7/17 20:00;93.0;3.372.360;25.63;32.00
12/7/17 20:30;90.0;3.373.483;25.00;32.00
12/7/17 21:00;86.0;3.230.130;24.83;33.67
12/7/17 21:30;78.0;3.063.897;24.00;39.47
12/7/17 22:00;71.0;2.791.717;24.00;45.80
12/7/17 22:30;59.0;2.333.103;23.63;50.40
12/7/17 23:00;57.0;1.865.713;22.57;53.43
12/7/17 23:30;54.0;1.690.020;22.00;59.97
13/7/17 0:00;49.0;1.305.923;22.53;60.10
13/7/17 0:30;46.0;1.133.007;22.60;58.13
13/7/17 1:30;43.0;1.212.441;22.00;60.76
13/7/17 2:00;48.0;1.074.413;21.67;61.67
13/7/17 2:30;51.0;1.279.227;21.00;61.40
13/7/17 3:00;47.0;1.497.330;21.00;62.50
13/7/17 4:00;21.0;304.950;20.00;66.00
13/7/17 4:30;16.0;319.773;20.00;66.20
13/7/17 5:00;17.0;297.853;20.00;67.00
13/7/17 5:30;22.0;303.387;21.63;65.10
13/7/17 6:00;33.0;342.433;25.77;41.50
13/7/17 6:30;41.0;453.237;28.13;30.70
13/7/17 7:00;53.0;604.240;30.00;30.00
13/7/17 7:30;75.0;932.640;31.00;29.13
13/7/17 8:00;79.0;1.736.513;32.73;28.37
13/7/17 8:30;87.0;2.022.327;33.70;27.93
13/7/17 9:00;97.0;2.401.033;32.07;28.73
13/7/17 9:30;102.0;2.773.807;30.17;29.83
13/7/17 10:00;103.0;2.844.240;31.70;28.90
13/7/17 10:30;107.0;2.761.150;32.53;28.47
13/7/17 11:00;111.0;2.854.173;33.63;27.97
13/7/17 11:30;118.0;2.727.630;34.87;27.23
13/7/17 12:00;123.0;3.070.620;36.17;26.83
13/7/17 12:30;126.0;3.254.277;37.37;26.17
13/7/17 13:00;133.0;3.400.357;37.10;26.20
13/7/17 13:30;128.0;3.412.477;37.30;26.00
13/7/17 14:00;122.0;2.922.577;37.50;26.00
13/7/17 14:30;109.0;2.652.660;35.33;27.00
13/7/17 15:00;106.0;2.364.757;33.33;27.90
13/7/17 15:30;103.0;2.670.210;31.23;29.17
13/7/17 16:00;98.0;2.589.303;29.93;30.00
13/7/17 16:30;89.0;2.558.083;29.67;30.00
13/7/17 17:00;81.0;2.436.943;28.00;37.30
13/7/17 17:30;76.0;2.225.123;26.97;43.53
13/7/17 18:00;71.0;2.246.738;26.00;46.76
13/7/17 18:30;68.0;2.128.387;25.37;48.67
13/7/17 19:00;68.0;2.132.460;24.63;50.63
13/7/17 19:30;71.0;2.200.423;24.00;52.00
13/7/17 20:00;73.0;2.388.600;24.00;53.60
13/7/17 20:30;75.0;2.426.327;24.00;52.60
13/7/17 21:00;71.0;2.593.033;24.00;50.23
13/7/17 21:30;69.0;2.395.443;24.00;50.00
13/7/17 22:00;66.0;2.289.973;24.00;49.97
13/7/17 22:30;63.0;2.199.303;24.00;49.03
13/7/17 23:00;62.0;2.118.253;24.00;48.10
13/7/17 23:30;60.0;2.073.940;24.00;47.53
14/7/17 0:00;60.0;2.018.323;24.00;47.73
14/7/17 0:30;59.0;2.099.673;24.00;47.73
14/7/17 1:30;55.0;1.778.753;24.00;48.63
14/7/17 2:00;51.0;1.718.597;24.00;49.23
14/7/17 2:30;48.0;1.447.637;24.00;48.07
14/7/17 3:00;52.0;1.450.457;24.00;49.23
14/7/17 3:30;48.0;1.541.663;23.40;54.03
14/7/17 4:00;47.0;1.312.643;23.00;58.80
14/7/17 4:30;46.0;1.389.567;23.00;60.10
14/7/17 5:00;49.0;1.335.533;23.00;59.33
14/7/17 5:30;47.0;1.277.213;23.00;57.97
14/7/17 6:00;44.0;1.180.477;23.93;55.17
14/7/17 6:30;44.0;1.050.590;24.00;52.00
14/7/17 7:00;48.0;1.112.357;24.60;50.47
14/7/17 7:30;48.0;1.283.060;25.03;47.73
14/7/17 8:00;67.0;1.152.700;28.27;34.37
14/7/17 8:30;75.0;1.864.507;27.47;31.00
14/7/17 9:00;72.0;2.046.260;29.43;30.17
14/7/17 9:30;84.0;2.137.667;28.80;30.47
14/7/17 10:00;87.0;2.640.610;30.03;29.70
14/7/17 10:30;91.0;2.641.773;31.13;29.33
14/7/17 11:00;99.0;2.492.166;33.62;27.86
14/7/17 11:30;104.0;3.038.003;33.37;28.00
14/7/17 12:00;117.0;3.275.850;33.57;27.97
14/7/17 12:30;123.0;3.513.387;33.63;28.00
14/7/17 13:00;124.0;3.507.453;35.63;26.93
14/7/17 13:30;115.0;3.667.827;33.37;27.97
14/7/17 14:00;114.0;3.281.467;32.33;28.50
14/7/17 14:30;112.0;3.258.083;30.23;29.77
14/7/17 15:00;112.0;3.086.403;30.83;29.37
14/7/17 15:30;111.0;2.929.587;31.80;28.80
14/7/17 16:00;110.0;3.077.070;32.23;28.83
14/7/17 16:30;103.0;3.028.057;30.97;29.23
14/7/17 17:00;104.0;2.728.350;31.07;29.30
14/7/17 17:30;100.0;2.707.643;31.13;29.33
14/7/17 18:00;92.0;2.710.470;29.93;29.97
14/7/17 18:30;79.0;2.727.720;27.70;31.00
14/7/17 19:00;68.0;2.660.227;25.10;43.67
14/7/17 19:30;65.0;2.342.337;24.00;48.53
14/7/17 20:00;64.0;2.132.237;23.83;50.50
14/7/17 20:30;62.0;2.097.227;23.00;51.80
14/7/17 21:00;57.0;1.990.427;22.70;53.93
14/7/17 21:30;57.0;1.887.010;22.13;53.60
14/7/17 22:00;56.0;1.941.710;22.00;58.43
14/7/17 22:30;54.0;1.866.000;22.00;59.60
14/7/17 23:00;49.0;1.726.943;22.00;60.87
14/7/17 23:30;37.0;1.418.287;22.00;60.73
15/7/17 0:00;32.0;862.523;21.90;60.70
15/7/17 0:30;34.0;705.203;21.97;61.40
15/7/17 1:30;33.0;891.879;22.00;59.74
15/7/17 2:00;25.0;686.187;21.57;60.00
15/7/17 2:30;27.0;485.210;21.00;61.07
15/7/17 3:00;22.0;514.247;21.00;61.83
15/7/17 3:30;20.0;444.417;21.00;63.83
15/7/17 4:00;21.0;408.980;20.63;65.37
15/7/17 4:30;13.0;396.007;20.00;66.00
15/7/17 5:00;17.0;323.010;20.47;65.27
15/7/17 5:30;20.0;331.617;22.07;59.53
15/7/17 6:00;26.0;371.673;23.30;50.30
15/7/17 6:30;30.0;392.810;23.67;50.90
15/7/17 7:00;39.0;433.700;29.63;32.73
15/7/17 7:30;48.0;609.180;32.20;28.70
15/7/17 8:00;69.0;911.890;32.63;28.57
15/7/17 8:30;80.0;1.626.377;33.13;28.07
15/7/17 9:00;89.0;2.126.100;31.00;29.00
15/7/17 9:30;95.0;2.539.767;30.73;29.30
15/7/17 10:00;101.0;2.473.473;31.80;29.00
15/7/17 10:30;106.0;3.066.470;32.17;28.83
15/7/17 11:00;109.0;3.338.077;33.63;27.97
15/7/17 11:30;112.0;3.445.173;34.40;27.70
15/7/17 12:00;113.0;3.785.967;35.70;27.00
15/7/17 12:30;114.0;3.717.547;37.13;26.13
15/7/17 13:00;114.0;4.092.087;37.80;25.97
15/7/17 13:30;116.0;3.762.833;36.27;26.67
15/7/17 14:00;118.0;3.662.359;32.76;28.31
15/7/17 14:30;125.0;3.158.703;35.07;27.20
15/7/17 15:00;123.0;3.419.557;34.17;27.70
15/7/17 15:30;131.0;3.363.003;34.30;27.73
15/7/17 16:00;130.0;3.725.517;33.47;27.97
15/7/17 16:30;125.0;3.729.747;32.77;28.23
15/7/17 17:00;123.0;3.383.563;33.27;28.07
15/7/17 17:30;121.0;3.934.757;30.87;29.37
15/7/17 18:00;116.0;4.125.663;28.53;30.47
15/7/17 18:30;115.0;4.016.363;27.97;31.33
15/7/17 19:00;108.0;4.006.117;27.00;33.13
15/7/17 19:30;103.0;3.802.143;26.37;34.53
15/7/17 20:00;99.0;3.646.653;26.00;36.37
15/7/17 20:30;92.0;3.490.573;25.27;39.83
15/7/17 21:00;76.0;2.826.380;25.00;39.83
15/7/17 21:30;67.0;2.035.243;24.37;32.63
15/7/17 22:00;64.0;1.478.717;24.00;33.00
15/7/17 22:30;57.0;1.086.527;23.67;33.00
15/7/17 23:00;70.0;1.025.910;22.83;36.83
15/7/17 23:30;61.0;1.801.420;22.00;43.20
16/7/17 0:00;57.0;1.445.413;22.00;42.73
16/7/17 0:30;53.0;1.477.930;21.40;45.93
16/7/17 1:30;44.0;1.232.281;21.00;48.44
16/7/17 2:00;34.0;937.840;21.00;50.70
16/7/17 2:30;35.0;623.220;20.30;53.27
16/7/17 3:00;27.0;674.117;20.00;58.67
16/7/17 3:30;23.0;521.707;19.53;59.93
16/7/17 4:00;19.0;482.253;19.00;63.27
16/7/17 4:30;18.0;429.950;18.90;66.10
16/7/17 5:00;19.0;411.117;18.40;67.57
16/7/17 5:30;27.0;418.753;20.47;64.57
16/7/17 6:00;31.0;471.370;25.57;38.03
16/7/17 6:30;32.0;484.297;28.10;30.67
16/7/17 7:00;37.0;462.730;30.07;29.77
16/7/17 7:30;53.0;544.017;31.50;29.00
16/7/17 8:00;70.0;1.046.273;32.90;28.20
16/7/17 8:30;90.0;1.812.253;33.83;27.80
16/7/17 9:00;105.0;2.698.463;32.43;28.47
16/7/17 9:30;110.0;3.667.673;30.77;29.40
16/7/17 10:00;110.0;4.309.010;31.97;28.67
16/7/17 10:30;110.0;4.226.007;32.70;28.37
16/7/17 11:00;110.0;4.176.163;34.87;27.33
16/7/17 11:30;111.0;4.420.713;35.73;26.90
16/7/17 12:00;112.0;4.266.620;37.27;26.00
16/7/17 12:30;112.0;4.480.353;37.53;26.07
16/7/17 13:00;114.0;4.266.803;39.07;25.13
16/7/17 13:30;125.0;4.034.993;39.40;24.97
16/7/17 14:00;132.0;3.927.327;37.43;26.20
16/7/17 14:30;115.0;3.860.013;35.60;26.97
16/7/17 15:00;113.0;3.286.377;36.30;26.70
16/7/17 15:30;111.0;3.592.170;34.47;27.57
16/7/17 16:00;107.0;3.350.410;35.37;27.00
16/7/17 16:30;104.0;3.693.090;33.03;28.27
16/7/17 19:00;103.0;4.007.537;27.47;31.00
16/7/17 19:30;99.0;4.187.403;26.63;31.37
16/7/17 20:00;95.0;3.660.907;25.40;32.00
16/7/17 20:30;91.0;3.344.460;24.23;32.77
16/7/17 21:00;83.0;3.189.283;24.00;33.03
16/7/17 21:30;79.0;2.665.517;24.00;34.30
16/7/17 22:00;68.0;2.390.043;23.57;38.17
16/7/17 22:30;62.0;1.774.507;23.00;33.00
16/7/17 23:00;62.0;1.385.847;22.20;33.83
16/7/17 23:30;63.0;1.304.913;22.00;34.80
17/7/17 0:00;58.0;1.414.463;21.30;36.60
17/7/17 0:30;56.0;1.131.003;21.43;34.00
17/7/17 1:30;57.0;1.098.819;21.00;34.19
17/7/17 2:00;48.0;1.177.513;21.00;35.00
17/7/17 2:30;41.0;1.019.880;20.37;43.13
17/7/17 3:00;41.0;821.250;19.90;48.70
17/7/17 3:30;30.0;841.087;19.57;49.00
17/7/17 4:00;28.0;549.307;19.40;49.63
17/7/17 4:30;31.0;507.310;19.47;37.83
17/7/17 5:00;28.0;575.003;19.00;41.50
17/7/17 5:30;33.0;513.560;20.57;34.63
17/7/17 6:00;30.0;587.737;23.60;32.97
17/7/17 6:30;46.0;531.830;28.43;30.53
17/7/17 7:00;48.0;769.683;27.40;31.00
17/7/17 7:30;65.0;782.193;30.34;29.76
17/7/17 8:00;73.0;1.312.717;32.28;28.72
17/7/17 8:30;91.0;1.905.087;33.70;27.97
17/7/17 9:00;100.0;2.953.367;31.43;29.10
17/7/17 9:30;110.0;3.322.740;30.30;29.70
17/7/17 10:00;112.0;3.687.760;31.03;29.37
17/7/17 10:30;118.0;3.887.790;32.33;28.67
17/7/17 11:00;120.0;4.076.580;33.77;27.77
17/7/17 11:30;127.0;4.264.097;34.53;27.43
17/7/17 12:00;128.0;4.486.943;35.50;27.00
17/7/17 12:30;129.0;4.980.597;35.23;27.17
17/7/17 13:00;129.0;5.223.523;34.70;27.30
17/7/17 13:30;130.0;5.125.350;34.57;27.50
17/7/17 14:00;130.0;5.335.830;34.03;27.83
17/7/17 14:30;133.0;5.307.163;33.03;28.13
17/7/17 15:00;133.0;5.474.397;32.90;28.10
17/7/17 15:30;128.0;5.498.973;32.57;28.43
17/7/17 16:00;125.0;5.559.523;30.67;29.40
17/7/17 16:30;123.0;5.320.207;30.63;29.37
17/7/17 17:00;116.0;5.373.807;29.87;29.77
17/7/17 17:30;117.0;5.363.337;29.27;30.17
17/7/17 18:00;116.0;5.440.823;28.20;30.80
17/7/17 18:30;117.0;5.474.680;28.43;30.50
17/7/17 19:00;111.0;5.800.513;26.37;31.63
17/7/17 19:30;113.0;5.791.597;25.50;32.00
17/7/17 20:00;112.0;6.006.343;25.00;32.00
17/7/17 20:30;107.0;5.705.247;24.10;32.90
17/7/17 21:00;97.0;5.343.670;24.00;33.00
17/7/17 21:30;96.0;4.490.760;23.37;33.00
17/7/17 22:00;93.0;4.330.360;22.57;33.43
17/7/17 22:30;71.0;4.042.713;22.13;33.83
17/7/17 23:00;70.0;2.419.657;21.00;34.00
17/7/17 23:30;67.0;2.062.237;21.00;34.00
18/7/17 0:00;52.0;1.818.610;20.77;34.23
18/7/17 0:30;53.0;1.299.133;19.93;35.00
18/7/17 1:30;48.0;918.400;19.00;35.00
18/7/17 2:00;45.0;976.747;18.03;35.97
18/7/17 2:30;36.0;905.537;18.00;36.00
18/7/17 3:00;41.0;674.003;18.00;36.00
18/7/17 3:30;33.0;689.183;17.77;36.60
18/7/17 4:00;29.0;587.260;17.00;45.10
18/7/17 4:30;25.0;523.887;17.00;37.63
18/7/17 5:00;13.0;502.307;16.93;44.50
18/7/17 5:30;17.0;391.270;18.03;41.33
18/7/17 6:00;18.0;359.707;22.70;33.43
18/7/17 6:30;23.0;375.330;20.23;34.77
18/7/17 7:00;28.0;412.186;21.62;33.83
18/7/17 7:30;38.0;437.927;25.37;32.20
18/7/17 8:00;58.0;514.510;28.23;30.73
18/7/17 8:30;95.0;940.343;32.83;28.30
18/7/17 9:00;110.0;2.778.400;31.47;28.93
18/7/17 9:30;116.0;3.641.130;30.03;29.97
18/7/17 10:00;122.0;4.093.173;31.73;29.00
18/7/17 10:30;118.0;4.270.637;32.27;28.73
18/7/17 11:00;120.0;4.415.947;33.30;28.07
18/7/17 11:30;121.0;4.211.367;34.40;27.60
18/7/17 12:00;122.0;4.145.050;35.97;26.83
18/7/17 12:30;123.0;4.479.410;36.07;26.80
18/7/17 13:00;129.0;4.331.023;36.80;26.20
18/7/17 13:30;139.0;4.444.780;36.60;26.40
18/7/17 14:00;181.0;4.545.373;36.90;26.30
18/7/17 14:30;172.0;5.329.610;34.80;27.43
18/7/17 15:00;158.0;5.404.533;33.50;28.00
18/7/17 15:30;151.0;5.459.443;33.00;28.00
18/7/17 16:00;146.0;5.074.743;32.97;28.03
18/7/17 16:30;142.0;4.954.207;32.60;28.40
18/7/17 17:00;139.0;4.647.127;32.10;28.90
18/7/17 17:30;134.0;4.762.167;30.97;29.17
18/7/17 18:00;126.0;4.833.050;29.27;30.17
18/7/17 18:30;119.0;4.738.113;27.90;31.00
18/7/17 19:00;107.0;4.711.780;26.53;31.47
18/7/17 19:30;101.0;4.287.417;25.60;32.00
18/7/17 20:00;99.0;3.870.837;25.00;32.00
18/7/17 20:30;86.0;3.822.153;24.20;32.80
18/7/17 21:00;84.0;2.940.227;23.97;33.00
18/7/17 21:30;81.0;2.659.517;23.00;33.00
18/7/17 22:00;74.0;2.696.570;23.00;35.40
18/7/17 22:30;69.0;2.180.403;22.97;46.97
18/7/17 23:00;67.0;1.999.403;22.00;49.07
18/7/17 23:30;64.0;1.609.457;22.00;41.17
19/7/17 0:00;57.0;1.272.067;22.03;33.97
19/7/17 0:30;53.0;1.268.640;21.97;44.60
19/7/17 1:30;49.0;1.225.075;21.25;41.69
19/7/17 2:00;56.0;968.207;21.57;37.07
19/7/17 2:30;55.0;1.390.180;21.17;41.50
19/7/17 3:00;51.0;1.196.270;21.00;43.33
19/7/17 3:30;54.0;1.141.550;21.00;36.07
19/7/17 4:00;48.0;1.235.077;21.00;35.00
19/7/17 4:30;16.0;1.067.860;20.50;37.63
19/7/17 5:00;23.0;409.357;20.00;42.80
19/7/17 5:30;23.0;431.043;19.73;50.03
19/7/17 6:00;20.0;401.157;21.57;33.97
19/7/17 6:30;43.0;363.387;24.00;32.90
19/7/17 7:00;56.0;675.357;28.57;30.37
19/7/17 7:30;65.0;1.209.769;30.52;29.45
19/7/17 8:00;93.0;1.733.210;30.33;29.60
19/7/17 9:00;102.0;3.616.435;31.65;28.91
19/7/17 9:30;107.0;3.366.357;32.00;29.00
19/7/17 10:00;113.0;3.717.160;33.03;28.17
19/7/17 10:30;110.0;3.801.407;34.53;27.47
19/7/17 11:00;114.0;3.925.100;37.20;26.13
19/7/17 11:30;117.0;4.353.863;35.50;27.00
19/7/17 12:00;110.0;4.637.050;36.60;26.53
19/7/17 12:30;124.0;4.807.480;37.70;25.93
19/7/17 13:00;116.0;4.894.763;35.83;26.87
19/7/17 13:30;107.0;4.247.373;35.10;27.10
19/7/17 14:00;114.0;4.562.467;34.37;27.43
19/7/17 14:30;116.0;4.261.943;32.67;28.40
19/7/17 15:00;110.0;4.165.607;32.37;28.63
19/7/17 15:30;111.0;4.373.790;31.93;28.87
19/7/17 16:00;108.0;4.256.783;31.10;29.07
19/7/17 16:30;106.0;4.312.917;31.41;29.00
19/7/17 17:00;103.0;4.101.177;31.60;28.77
19/7/17 17:30;101.0;4.171.203;30.77;29.43
19/7/17 18:00;102.0;4.094.707;30.00;30.00
19/7/17 18:30;98.0;4.070.710;28.80;30.43
19/7/17 19:00;97.0;3.772.263;27.73;31.00
19/7/17 19:30;90.0;3.872.203;26.43;31.57
19/7/17 20:00;81.0;3.511.403;25.80;32.00
19/7/17 20:30;83.0;2.867.697;24.07;32.93
19/7/17 21:00;82.0;2.883.350;24.00;33.00
19/7/17 21:30;80.0;2.741.290;23.43;33.00
19/7/17 22:00;79.0;2.636.517;22.43;33.57
19/7/17 22:30;74.0;2.658.027;22.00;34.00
19/7/17 23:00;62.0;2.434.857;22.00;38.57
19/7/17 23:30;58.0;1.795.980;21.33;38.43
20/7/17 0:00;45.0;1.441.507;21.00;36.57
20/7/17 0:30;49.0;886.213;21.00;34.00
20/7/17 1:30;46.0;872.876;20.00;35.00
20/7/17 2:00;43.0;878.523;20.00;36.80
20/7/17 2:30;46.0;844.977;20.00;38.23
20/7/17 3:00;44.0;707.347;20.00;35.00
20/7/17 3:30;40.0;653.697;20.00;35.00
20/7/17 4:00;35.0;612.653;20.00;35.00
20/7/17 4:30;28.0;544.800;20.00;35.00
20/7/17 5:00;25.0;442.757;20.00;35.00
20/7/17 5:30;20.0;354.143;20.53;34.47
20/7/17 6:00;33.0;319.090;23.07;33.10
20/7/17 6:30;63.0;472.760;28.53;30.43
20/7/17 7:00;86.0;1.299.500;29.10;30.33
20/7/17 7:30;96.0;2.656.750;30.93;29.23
20/7/17 8:00;97.0;3.922.083;30.23;29.77
20/7/17 8:30;96.0;3.777.503;30.13;29.60
20/7/17 9:00;99.0;3.789.407;26.87;31.47
20/7/17 9:30;100.0;3.844.943;28.00;30.97
20/7/17 10:00;95.0;3.625.747;28.77;30.53
20/7/17 10:30;97.0;3.147.737;29.57;30.00
20/7/17 11:00;98.0;3.059.267;30.00;29.90
20/7/17 11:30;99.0;3.055.407;31.57;28.97
20/7/17 12:00;103.0;3.099.610;33.87;27.93
20/7/17 12:30;102.0;3.152.657;34.70;27.37
20/7/17 13:00;102.0;3.351.897;33.83;27.87
