date;RefSt;Sensor_O3;Temp;RelHum
8/6/17 20:30;64.0;3.593.657;20.13;54.53
8/6/17 21:00;62.0;3.238.603;19.40;60.80
8/6/17 21:30;56.0;3.181.900;18.97;62.63
8/6/17 22:00;45.0;2.902.443;18.10;65.80
8/6/17 22:30;44.0;2.209.827;18.00;67.00
8/6/17 23:00;43.0;2.097.980;18.00;67.53
8/6/17 23:30;38.0;2.067.077;18.00;69.10
9/6/17 0:00;31.0;1.659.140;18.00;70.00
9/6/17 0:30;28.0;1.192.810;18.00;68.93
9/6/17 1:30;23.0;738.044;17.00;69.31
9/6/17 2:00;25.0;654.857;17.10;68.57
9/6/17 2:30;15.0;782.880;17.50;68.40
9/6/17 3:00;16.0;527.147;18.00;69.47
9/6/17 3:30;19.0;461.467;17.30;72.07
9/6/17 4:00;26.0;504.433;17.90;70.33
9/6/17 4:30;16.0;724.900;17.10;74.30
9/6/17 5:00;10.0;538.710;17.00;75.40
9/6/17 5:30;17.0;393.743;18.00;74.80
9/6/17 6:00;21.0;447.057;19.07;72.80
9/6/17 6:30;33.0;498.713;25.87;54.67
9/6/17 7:00;41.0;844.547;27.90;44.63
9/6/17 7:30;47.0;1.070.053;29.10;40.30
9/6/17 8:00;68.0;1.563.477;30.07;37.83
9/6/17 8:30;71.0;2.801.562;31.17;33.79
9/6/17 9:00;82.0;3.043.710;29.20;35.57
9/6/17 9:30;92.0;3.661.580;27.80;38.17
9/6/17 10:00;99.0;3.802.997;27.97;37.90
9/6/17 10:30;104.0;4.229.883;29.47;35.40
9/6/17 11:00;108.0;4.581.590;30.40;33.13
9/6/17 11:30;114.0;4.713.887;31.93;31.17
9/6/17 12:00;121.0;4.644.027;33.63;29.30
9/6/17 12:30;128.0;4.746.250;33.87;28.67
9/6/17 13:00;128.0;5.142.657;33.40;28.67
9/6/17 13:30;126.0;4.775.517;33.53;28.77
9/6/17 14:00;128.0;4.794.677;32.53;29.47
9/6/17 14:30;138.0;5.066.483;31.90;29.90
9/6/17 15:00;153.0;5.274.630;31.97;29.90
9/6/17 15:30;145.0;5.507.407;30.87;30.17
9/6/17 16:00;138.0;5.070.863;30.43;31.43
9/6/17 16:30;132.0;4.720.183;30.00;32.00
9/6/17 17:00;126.0;4.602.033;29.87;32.23
9/6/17 17:30;116.0;4.535.587;28.67;33.37
9/6/17 18:00;109.0;4.001.767;28.00;35.20
9/6/17 18:30;105.0;4.020.563;26.87;39.53
9/6/17 19:00;104.0;4.384.730;24.87;44.60
9/6/17 19:30;105.0;4.308.770;23.67;47.03
9/6/17 20:00;88.0;4.606.853;22.80;49.40
9/6/17 20:30;71.0;3.778.427;21.83;50.90
9/6/17 21:00;64.0;2.940.207;21.00;51.63
9/6/17 21:30;55.0;2.419.700;21.00;53.70
9/6/17 22:00;34.0;1.994.047;20.07;58.30
9/6/17 22:30;35.0;1.003.647;20.00;60.63
9/6/17 23:00;34.0;948.863;19.73;62.60
9/6/17 23:30;32.0;865.677;19.23;62.70
10/6/17 0:00;25.0;832.947;19.00;65.97
10/6/17 0:30;20.0;615.050;18.30;67.93
10/6/17 1:30;11.0;422.580;18.00;68.00
10/6/17 2:00;10.0;380.603;17.07;67.17
10/6/17 2:30;14.0;375.617;17.00;70.03
10/6/17 3:00;15.0;418.627;16.97;72.27
10/6/17 3:30;12.0;439.867;16.00;73.37
10/6/17 4:00;6.0;410.607;16.07;74.50
10/6/17 4:30;4.0;349.560;16.00;75.33
10/6/17 5:00;7.0;325.847;16.20;73.80
10/6/17 5:30;12.0;341.250;18.77;71.03
10/6/17 6:00;15.0;354.433;23.83;59.27
10/6/17 6:30;19.0;365.347;26.33;47.00
10/6/17 7:00;27.0;394.403;28.17;42.60
10/6/17 7:30;45.0;494.677;28.53;40.87
10/6/17 8:00;65.0;969.493;31.37;37.23
10/6/17 8:30;73.0;2.088.247;32.33;33.20
10/6/17 9:00;96.0;2.472.823;31.50;33.93
10/6/17 9:30;100.0;3.566.670;30.00;35.90
10/6/17 10:00;100.0;4.074.490;30.20;33.93
10/6/17 10:30;102.0;4.136.973;31.30;31.93
10/6/17 11:00;105.0;4.250.457;32.30;30.07
10/6/17 11:30;111.0;4.068.243;33.30;28.80
10/6/17 12:00;120.0;4.600.457;34.90;27.20
10/6/17 12:30;120.0;4.908.717;35.93;26.87
10/6/17 13:00;124.0;4.875.270;36.03;26.80
10/6/17 13:30;126.0;4.934.967;36.40;26.63
10/6/17 14:00;140.0;4.907.607;35.90;26.87
10/6/17 14:30;153.0;5.311.267;35.07;27.10
10/6/17 15:30;186.0;6.043.067;34.67;27.48
10/6/17 16:00;196.0;6.830.503;34.33;27.63
10/6/17 16:30;180.0;6.808.197;33.47;28.03
10/6/17 17:00;164.0;6.403.280;32.97;28.03
10/6/17 17:30;147.0;6.000.821;32.28;28.72
10/6/17 18:00;131.0;5.408.510;31.13;29.20
10/6/17 18:30;117.0;5.203.243;29.53;30.00
10/6/17 19:00;99.0;5.051.613;27.80;30.83
10/6/17 19:30;85.0;4.720.443;25.93;31.90
10/6/17 20:00;77.0;3.791.703;24.77;32.23
10/6/17 20:30;70.0;3.475.630;24.00;33.30
10/6/17 21:00;60.0;2.901.087;23.67;33.87
10/6/17 21:30;44.0;2.287.020;23.17;34.10
10/6/17 22:00;47.0;1.168.190;21.93;37.47
10/6/17 22:30;42.0;1.210.927;21.00;39.67
10/6/17 23:00;39.0;915.117;20.50;43.07
10/6/17 23:30;36.0;755.973;20.00;47.33
11/6/17 0:00;37.0;681.593;20.00;45.67
11/6/17 0:30;35.0;772.473;19.00;45.03
11/6/17 1:30;33.0;467.156;18.81;50.88
11/6/17 2:00;24.0;638.860;18.00;51.93
11/6/17 2:30;22.0;506.740;17.93;52.60
11/6/17 3:00;16.0;471.170;17.27;54.00
11/6/17 3:30;16.0;419.167;17.00;55.17
11/6/17 4:00;13.0;405.813;17.00;60.07
11/6/17 4:30;18.0;359.920;17.00;63.33
11/6/17 5:00;19.0;421.663;17.03;56.03
11/6/17 5:30;28.0;451.277;21.30;52.67
11/6/17 6:00;39.0;537.210;25.37;40.60
11/6/17 6:30;46.0;646.447;27.93;34.40
11/6/17 7:00;52.0;840.703;29.87;31.53
11/6/17 7:30;63.0;1.141.417;30.17;30.83
11/6/17 8:00;77.0;1.528.497;32.80;29.23
11/6/17 8:30;95.0;2.196.630;34.80;27.67
11/6/17 9:00;105.0;3.060.227;33.33;28.50
11/6/17 9:30;107.0;3.416.057;31.87;30.00
11/6/17 10:00;111.0;3.312.040;33.10;29.30
11/6/17 10:30;115.0;3.983.257;33.83;28.17
11/6/17 11:00;122.0;4.179.953;34.30;27.70
11/6/17 11:30;125.0;4.092.587;35.90;27.00
11/6/17 12:00;121.0;4.158.273;36.67;26.37
11/6/17 12:30;127.0;3.937.597;37.93;25.97
11/6/17 13:00;130.0;4.246.140;37.80;25.97
11/6/17 13:30;131.0;4.197.847;38.23;25.77
11/6/17 14:00;135.0;4.226.613;37.77;25.93
11/6/17 14:30;150.0;4.622.623;37.70;26.00
11/6/17 15:00;153.0;5.540.487;36.10;26.90
11/6/17 15:30;160.0;5.822.253;36.17;26.83
11/6/17 16:00;148.0;6.531.113;35.20;27.00
11/6/17 16:30;135.0;5.684.633;34.67;27.33
11/6/17 17:00;124.0;5.790.897;33.70;28.00
11/6/17 17:30;115.0;5.536.393;33.00;28.00
11/6/17 18:00;107.0;5.365.267;31.73;28.97
11/6/17 18:30;99.0;5.273.341;30.34;29.66
11/6/17 19:00;89.0;5.254.957;28.63;30.53
11/6/17 19:30;79.0;5.014.447;26.97;31.17
11/6/17 20:00;74.0;4.342.330;25.67;32.00
11/6/17 20:30;62.0;4.310.060;25.00;32.00
11/6/17 21:00;52.0;3.333.500;24.13;32.87
11/6/17 21:30;41.0;2.232.490;23.47;33.00
11/6/17 22:00;33.0;1.215.230;22.97;33.23
11/6/17 22:30;35.0;682.680;21.80;34.17
11/6/17 23:00;39.0;675.337;21.00;35.17
11/6/17 23:30;38.0;758.990;20.00;37.73
12/6/17 0:00;32.0;739.190;20.00;37.00
12/6/17 0:30;28.0;651.763;19.30;37.47
12/6/17 1:30;23.0;591.200;18.00;39.28
12/6/17 2:00;26.0;483.490;18.00;40.60
12/6/17 2:30;16.0;509.040;18.00;42.10
12/6/17 3:00;18.0;397.450;18.00;42.83
12/6/17 3:30;17.0;392.260;17.80;43.43
12/6/17 4:00;13.0;410.547;16.97;43.17
12/6/17 4:30;6.0;365.620;16.87;47.60
12/6/17 5:00;13.0;314.960;17.27;47.40
12/6/17 5:30;23.0;363.420;21.57;42.17
12/6/17 6:00;33.0;479.517;25.17;34.73
12/6/17 6:30;33.0;592.293;27.83;32.00
12/6/17 7:00;36.0;568.480;29.70;30.13
12/6/17 7:30;53.0;617.010;29.67;30.00
12/6/17 8:00;72.0;984.800;32.10;28.93
12/6/17 8:30;86.0;1.809.623;34.07;27.87
12/6/17 9:00;102.0;2.698.259;33.45;28.14
12/6/17 9:30;105.0;3.188.210;31.53;29.07
12/6/17 10:00;105.0;3.316.563;33.27;28.00
12/6/17 10:30;109.0;2.971.350;34.40;27.60
12/6/17 11:00;116.0;2.938.393;35.20;27.00
12/6/17 11:30;119.0;3.344.293;35.93;27.00
12/6/17 12:00;122.0;3.323.800;36.97;26.03
12/6/17 12:30;125.0;3.497.663;37.87;25.93
12/6/17 13:00;132.0;3.538.050;38.00;25.97
12/6/17 13:30;139.0;3.499.590;37.83;26.00
12/6/17 14:00;154.0;4.217.837;37.73;25.97
12/6/17 14:30;147.0;4.608.713;36.03;26.97
12/6/17 15:00;147.0;4.364.807;35.33;27.00
12/6/17 15:30;148.0;4.304.390;34.93;27.07
12/6/17 16:00;141.0;4.352.407;34.43;27.60
12/6/17 16:30;137.0;3.983.643;33.70;28.00
12/6/17 17:00;134.0;3.889.457;33.20;28.00
12/6/17 17:30;132.0;3.878.133;32.70;28.33
12/6/17 18:00;123.0;4.095.427;31.03;29.07
12/6/17 18:30;116.0;4.037.293;30.10;30.00
12/6/17 19:00;107.0;4.186.457;28.53;30.53
12/6/17 19:30;98.0;4.179.527;27.47;31.00
12/6/17 20:00;88.0;4.284.163;26.20;31.80
12/6/17 20:30;80.0;3.691.903;25.60;32.00
12/6/17 21:00;66.0;3.171.997;25.00;32.00
12/6/17 21:30;54.0;2.336.323;24.57;32.43
12/6/17 22:00;41.0;1.233.173;24.00;33.03
12/6/17 22:30;48.0;804.847;23.03;34.53
12/6/17 23:00;35.0;887.610;22.00;37.10
12/6/17 23:30;44.0;608.467;21.63;37.33
13/6/17 0:00;44.0;800.947;21.00;40.00
13/6/17 0:30;38.0;808.843;20.63;42.83
13/6/17 1:30;38.0;610.000;20.00;45.94
13/6/17 2:00;31.0;741.830;19.07;46.30
13/6/17 2:30;19.0;621.870;19.00;49.63
13/6/17 3:00;20.0;445.163;18.63;50.83
13/6/17 3:30;15.0;432.897;18.00;51.73
13/6/17 4:00;16.0;394.680;17.80;53.23
13/6/17 4:30;15.0;399.037;17.93;56.37
13/6/17 5:00;22.0;360.230;18.00;55.30
13/6/17 5:30;17.0;391.913;22.73;47.87
13/6/17 6:00;34.0;347.353;26.37;36.87
13/6/17 6:30;41.0;483.177;28.30;33.13
13/6/17 7:00;52.0;572.340;30.00;31.37
13/6/17 7:30;66.0;730.387;31.50;30.17
13/6/17 8:00;82.0;1.165.547;33.37;28.97
13/6/17 9:00;116.0;2.918.317;34.43;27.57
13/6/17 9:30;112.0;3.379.217;32.53;29.30
13/6/17 10:00;113.0;3.435.063;33.60;28.73
13/6/17 10:30;114.0;3.552.940;34.80;27.30
13/6/17 11:00;116.0;3.585.720;35.83;27.03
13/6/17 11:30;113.0;3.554.653;36.40;26.53
13/6/17 12:00;114.0;3.378.647;37.57;26.00
13/6/17 12:30;124.0;3.571.393;37.63;25.83
13/6/17 13:00;129.0;3.737.177;38.60;25.40
13/6/17 13:30;146.0;3.986.350;38.33;25.63
13/6/17 14:00;160.0;4.550.083;37.93;25.90
13/6/17 14:30;170.0;5.452.313;37.37;26.00
13/6/17 15:00;190.0;5.915.210;37.27;26.00
13/6/17 15:30;179.0;6.282.947;36.83;26.20
13/6/17 16:00;158.0;5.953.913;35.93;27.00
13/6/17 16:30;144.0;5.202.573;35.27;27.00
13/6/17 17:00;126.0;4.851.413;34.80;27.20
13/6/17 17:30;124.0;4.203.983;33.90;28.00
13/6/17 18:00;122.0;4.635.797;31.97;28.70
13/6/17 18:30;114.0;4.825.017;30.23;29.77
13/6/17 19:00;102.0;5.132.777;28.67;30.50
13/6/17 19:30;87.0;5.091.247;27.43;31.00
13/6/17 20:00;78.0;4.415.630;26.07;31.93
13/6/17 20:30;55.0;3.340.720;25.03;32.07
13/6/17 21:00;52.0;1.446.280;24.00;33.00
13/6/17 21:30;49.0;1.217.307;23.27;33.00
13/6/17 22:00;50.0;1.189.837;22.00;34.00
13/6/17 22:30;48.0;1.230.243;21.77;34.13
13/6/17 23:00;36.0;990.220;21.00;34.77
13/6/17 23:30;30.0;763.993;20.20;36.33
14/6/17 0:00;32.0;580.380;19.90;37.03
14/6/17 0:30;27.0;566.667;18.73;38.33
14/6/17 1:30;23.0;462.524;18.00;44.06
14/6/17 2:00;22.0;484.083;17.67;41.60
14/6/17 2:30;17.0;473.680;17.13;42.80
14/6/17 3:00;13.0;399.200;17.00;43.80
14/6/17 3:30;14.0;402.807;16.10;47.43
14/6/17 4:00;9.0;411.997;15.70;48.67
14/6/17 4:30;9.0;368.163;15.20;48.17
14/6/17 5:00;11.0;347.353;16.07;49.60
14/6/17 5:30;16.0;363.833;20.57;43.20
14/6/17 6:00;20.0;398.780;24.37;35.83
14/6/17 6:30;32.0;426.260;27.20;32.47
14/6/17 7:00;32.0;537.820;28.27;31.60
14/6/17 7:30;44.0;543.043;29.57;30.10
14/6/17 8:00;66.0;835.480;31.07;29.27
14/6/17 8:30;81.0;1.727.727;34.03;27.80
16/6/17 8:30;107.0;2.200.408;36.08;26.92
16/6/17 9:00;116.0;2.621.593;35.37;27.30
16/6/17 9:30;126.0;3.117.400;33.50;28.97
16/6/17 10:00;134.0;3.418.453;34.13;28.83
16/6/17 10:30;140.0;3.329.870;35.10;28.17
16/6/17 11:00;129.0;3.611.997;35.30;27.60
16/6/17 11:30;126.0;3.378.813;35.50;27.30
16/6/17 12:00;130.0;3.341.180;36.40;26.47
16/6/17 12:30;142.0;3.524.597;35.80;26.77
16/6/17 13:00;151.0;3.692.033;38.10;25.70
16/6/17 13:30;173.0;3.885.853;38.90;25.13
16/6/17 14:00;192.0;4.861.780;38.17;25.67
16/6/17 14:30;205.0;5.445.190;37.43;26.07
16/6/17 15:00;188.0;6.018.043;35.10;27.00
16/6/17 15:30;136.0;5.064.773;35.93;26.70
16/6/17 16:00;138.0;3.597.323;32.77;28.97
16/6/17 16:30;140.0;3.399.103;32.70;29.30
16/6/17 17:00;146.0;3.139.457;33.40;29.07
16/6/17 17:30;150.0;3.252.513;34.20;28.70
16/6/17 18:00;134.0;3.966.220;32.07;29.73
16/6/17 18:30;118.0;4.031.483;30.24;30.69
16/6/17 19:00;105.0;3.716.557;28.87;31.40
16/6/17 19:30;99.0;3.355.753;27.50;32.60
16/6/17 20:00;89.0;3.078.040;26.30;34.60
16/6/17 20:30;89.0;2.462.480;26.00;36.00
16/6/17 21:00;83.0;2.734.107;25.13;37.07
16/6/17 21:30;61.0;2.437.410;25.00;38.13
16/6/17 22:00;48.0;1.325.897;24.27;40.03
16/6/17 22:30;48.0;919.260;23.93;42.67
16/6/17 23:00;41.0;784.707;22.70;44.63
16/6/17 23:30;37.0;641.003;22.00;46.80
17/6/17 0:00;33.0;525.780;21.67;47.23
17/6/17 0:30;34.0;509.017;21.00;49.27
17/6/17 1:30;28.0;443.553;20.67;50.67
17/6/17 2:00;22.0;411.590;20.23;50.50
17/6/17 2:30;21.0;408.710;19.63;54.33
17/6/17 3:00;23.0;417.107;19.00;65.43
17/6/17 3:30;19.0;427.880;18.80;67.57
17/6/17 4:00;19.0;360.943;18.80;67.47
17/6/17 4:30;17.0;386.703;18.07;67.47
17/6/17 5:00;16.0;383.047;18.10;66.90
17/6/17 5:30;22.0;345.063;22.57;61.40
17/6/17 6:00;31.0;369.443;26.17;46.63
17/6/17 6:30;36.0;438.933;28.80;41.27
17/6/17 7:00;54.0;486.683;31.57;32.20
17/6/17 7:30;69.0;792.893;31.40;31.40
17/6/17 8:00;87.0;1.394.987;33.73;29.57
17/6/17 8:30;105.0;2.189.470;35.87;28.00
17/6/17 9:00;125.0;2.890.040;35.63;27.60
17/6/17 9:30;133.0;3.775.430;33.23;29.00
17/6/17 10:00;128.0;4.095.893;33.93;28.73
17/6/17 10:30;114.0;4.330.533;35.03;27.10
17/6/17 11:00;116.0;4.530.220;36.17;26.80
17/6/17 11:30;118.0;4.082.440;36.63;26.37
17/6/17 12:00;117.0;3.427.383;37.00;26.07
17/6/17 12:30;116.0;3.215.607;37.73;26.00
17/6/17 13:00;113.0;2.946.833;38.00;25.97
17/6/17 13:30;114.0;3.021.857;38.27;25.73
17/6/17 14:00;122.0;3.108.937;37.83;25.87
17/6/17 14:30;119.0;3.505.987;37.67;26.00
17/6/17 15:00;116.0;3.633.953;37.13;26.00
17/6/17 15:30;115.0;3.786.543;36.57;26.43
17/6/17 16:00;115.0;3.733.013;36.10;26.90
17/6/17 16:30;116.0;3.394.886;35.97;26.97
17/6/17 17:00;117.0;3.871.583;35.20;27.20
17/6/17 17:30;118.0;4.058.167;32.90;28.43
17/6/17 18:00;117.0;3.874.303;33.33;28.00
17/6/17 18:30;114.0;4.153.157;31.93;28.87
17/6/17 19:00;106.0;4.306.243;30.33;29.63
17/6/17 19:30;98.0;3.488.807;27.83;30.80
17/6/17 20:00;98.0;3.025.843;26.33;33.83
17/6/17 20:30;91.0;3.175.727;25.10;37.30
17/6/17 21:00;64.0;2.767.047;24.13;42.43
17/6/17 21:30;61.0;1.303.557;24.00;42.93
17/6/17 22:00;65.0;1.425.203;23.03;43.40
17/6/17 22:30;54.0;1.462.427;22.30;37.23
17/6/17 23:00;51.0;922.083;21.50;42.07
17/6/17 23:30;56.0;1.017.343;21.00;40.60
18/6/17 0:00;56.0;1.132.867;20.67;41.17
18/6/17 0:30;43.0;1.305.907;20.27;40.97
18/6/17 1:30;34.0;610.811;18.28;48.78
18/6/17 2:00;38.0;596.270;18.07;50.47
18/6/17 2:30;44.0;675.403;18.00;52.17
18/6/17 3:00;29.0;893.547;18.00;52.40
18/6/17 3:30;26.0;573.533;17.57;54.20
18/6/17 4:00;24.0;527.893;17.00;58.53
18/6/17 4:30;29.0;518.810;16.27;62.80
18/6/17 5:00;37.0;567.317;17.07;60.27
18/6/17 5:30;31.0;674.383;22.20;47.73
18/6/17 6:00;36.0;511.663;26.03;36.07
18/6/17 6:30;54.0;566.337;28.47;32.30
18/6/17 7:00;61.0;908.660;29.90;30.73
18/6/17 7:30;71.0;1.338.703;30.97;29.55
18/6/17 8:00;85.0;1.803.640;32.10;29.10
18/6/17 8:30;106.0;2.825.700;37.00;26.00
18/6/17 9:00;118.0;3.563.214;34.59;27.41
18/6/17 9:30;118.0;4.049.377;31.80;28.97
18/6/17 10:00;119.0;3.719.973;31.43;29.00
18/6/17 10:30;124.0;4.119.300;32.47;28.50
18/6/17 11:00;121.0;4.022.760;33.70;28.00
18/6/17 11:30;122.0;3.886.213;35.23;27.13
18/6/17 12:00;119.0;3.943.073;35.43;27.03
18/6/17 12:30;120.0;4.025.207;37.27;26.03
18/6/17 13:00;122.0;4.001.673;37.43;26.00
18/6/17 13:30;124.0;4.042.457;37.70;26.00
18/6/17 14:00;124.0;4.227.550;37.20;26.00
18/6/17 14:30;147.0;3.829.640;37.13;26.07
18/6/17 15:00;171.0;4.682.780;37.83;26.00
18/6/17 15:30;181.0;4.895.703;36.43;26.43
18/6/17 16:00;179.0;5.017.760;36.20;26.77
18/6/17 16:30;168.0;4.773.303;35.90;26.93
18/6/17 17:00;157.0;4.473.393;35.00;27.00
18/6/17 17:30;143.0;4.100.933;34.43;27.57
18/6/17 18:00;133.0;3.946.010;32.77;28.33
18/6/17 18:30;124.0;4.142.023;30.73;29.43
18/6/17 19:00;119.0;4.284.947;29.63;30.00
18/6/17 19:30;114.0;4.536.810;28.10;30.90
18/6/17 20:00;105.0;4.627.137;26.77;31.30
18/6/17 20:30;89.0;4.294.687;26.00;32.00
18/6/17 21:00;82.0;3.601.110;25.43;32.00
18/6/17 21:30;77.0;3.005.224;24.03;32.97
18/6/17 22:00;69.0;2.302.793;24.00;33.43
18/6/17 22:30;71.0;1.579.467;23.37;34.00
18/6/17 23:00;60.0;1.766.713;22.10;35.63
18/6/17 23:30;66.0;1.288.933;21.67;37.63
19/6/17 0:00;56.0;1.590.610;21.00;39.57
19/6/17 0:30;49.0;1.273.013;19.70;42.13
19/6/17 1:30;48.0;1.162.753;18.88;44.88
19/6/17 2:00;49.0;1.149.100;18.30;47.17
19/6/17 2:30;44.0;1.214.537;18.00;48.27
19/6/17 3:00;32.0;1.160.700;17.90;50.43
19/6/17 3:30;30.0;793.580;17.00;53.13
19/6/17 4:00;30.0;677.193;17.00;56.13
19/6/17 4:30;29.0;594.783;17.00;53.13
19/6/17 5:00;26.0;625.733;17.00;54.63
19/6/17 5:30;36.0;506.327;21.57;47.83
19/6/17 6:00;35.0;602.473;26.77;34.40
19/6/17 6:30;38.0;623.897;28.03;32.07
19/6/17 7:00;51.0;616.873;29.03;31.13
19/6/17 7:30;72.0;975.367;28.83;31.20
19/6/17 8:00;98.0;1.616.070;32.63;28.80
19/6/17 8:30;112.0;3.013.690;34.73;27.47
19/6/17 9:00;121.0;3.599.770;34.23;27.57
19/6/17 9:30;128.0;3.991.907;31.60;29.00
19/6/17 10:00;129.0;4.555.033;32.20;28.70
19/6/17 10:30;125.0;4.968.247;33.33;28.07
19/6/17 11:00;113.0;4.706.410;34.17;27.83
19/6/17 11:30;125.0;4.583.463;34.10;27.90
19/6/17 12:00;135.0;4.717.173;34.97;27.03
19/6/17 12:30;126.0;4.993.613;34.80;27.20
19/6/17 13:00;124.0;4.580.770;34.87;27.17
19/6/17 13:30;123.0;4.415.103;34.60;27.50
19/6/17 14:00;124.0;4.378.463;34.10;27.90
19/6/17 14:30;122.0;4.450.407;33.87;28.00
19/6/17 15:00;122.0;4.158.757;33.83;28.03
19/6/17 15:30;124.0;4.324.773;33.17;28.03
19/6/17 16:00;122.0;4.352.687;33.00;28.00
19/6/17 16:30;119.0;4.138.083;32.07;28.93
19/6/17 17:00;116.0;3.799.114;32.00;29.00
19/6/17 17:30;112.0;3.775.380;31.30;29.00
19/6/17 18:00;111.0;3.747.123;30.10;29.90
19/6/17 18:30;110.0;3.827.033;28.93;30.60
19/6/17 19:00;109.0;3.790.513;27.63;32.27
19/6/17 19:30;102.0;3.783.667;26.23;34.73
19/6/17 20:00;95.0;3.514.677;25.43;37.03
19/6/17 20:30;89.0;3.098.890;24.50;39.90
19/6/17 21:00;79.0;2.913.500;24.00;43.37
19/6/17 21:30;71.0;2.412.683;24.00;44.87
19/6/17 22:00;63.0;2.068.927;24.00;45.97
19/6/17 22:30;64.0;1.691.667;23.00;47.63
19/6/17 23:00;45.0;1.705.980;22.77;50.80
19/6/17 23:30;39.0;858.607;22.17;48.73
20/6/17 0:00;37.0;604.663;21.57;50.07
20/6/17 0:30;31.0;617.527;21.00;57.17
20/6/17 1:30;26.0;517.769;20.00;66.50
20/6/17 2:00;30.0;501.593;19.87;65.40
20/6/17 2:30;21.0;539.853;19.00;64.73
20/6/17 3:00;17.0;448.147;18.93;66.50
20/6/17 3:30;16.0;420.070;18.00;68.73
20/6/17 4:00;11.0;392.660;18.00;69.30
20/6/17 4:30;13.0;343.517;18.00;68.90
20/6/17 5:00;9.0;349.347;18.00;66.37
20/6/17 5:30;13.0;322.820;21.57;58.17
20/6/17 6:00;22.0;322.777;26.03;45.43
20/6/17 6:30;33.0;367.080;28.03;37.17
20/6/17 7:00;43.0;509.223;29.47;33.93
20/6/17 7:30;67.0;720.363;30.57;32.13
20/6/17 8:00;92.0;1.650.303;33.03;29.72
20/6/17 8:30;96.0;3.131.867;35.60;27.13
20/6/17 9:00;106.0;3.433.143;34.50;27.53
20/6/17 9:30;114.0;3.732.023;31.53;29.60
20/6/17 10:00;120.0;3.937.120;31.87;30.00
20/6/17 10:30;110.0;3.614.270;33.10;29.17
20/6/17 11:00;112.0;3.668.170;34.10;28.07
20/6/17 11:30;112.0;3.451.467;34.53;27.53
20/6/17 12:00;120.0;3.272.330;35.93;26.83
20/6/17 12:30;122.0;3.677.413;36.47;26.57
20/6/17 13:00;132.0;3.707.080;36.37;26.50
20/6/17 13:30;132.0;3.825.897;36.30;26.53
20/6/17 14:00;144.0;3.799.953;36.00;26.77
20/6/17 14:30;147.0;3.479.690;36.77;26.30
20/6/17 15:00;149.0;4.384.383;36.23;26.77
20/6/17 15:30;144.0;4.695.880;35.30;27.00
20/6/17 16:00;139.0;4.571.383;35.00;27.00
20/6/17 16:30;133.0;4.574.693;34.03;27.90
20/6/17 17:00;126.0;4.877.437;32.00;28.67
20/6/17 17:30;109.0;4.404.100;29.97;30.03
20/6/17 18:00;105.0;3.810.517;28.53;30.47
20/6/17 18:30;103.0;3.937.220;27.07;31.50
20/6/17 19:00;97.0;3.932.880;25.70;33.73
20/6/17 19:30;87.0;3.447.477;24.47;36.37
20/6/17 20:00;79.0;3.129.330;24.00;39.17
20/6/17 20:30;66.0;2.579.260;23.97;42.90
20/6/17 21:00;63.0;1.981.887;23.00;45.87
20/6/17 21:30;57.0;1.795.547;22.50;48.63
20/6/17 22:00;51.0;1.698.083;22.00;49.33
20/6/17 22:30;50.0;1.676.353;21.33;48.17
20/6/17 23:00;49.0;1.604.163;21.00;48.57
20/6/17 23:30;43.0;1.558.113;21.00;50.13
21/6/17 0:00;42.0;1.329.747;20.73;52.53
21/6/17 0:30;42.0;1.260.807;20.00;53.77
21/6/17 1:30;37.0;613.969;19.00;55.25
21/6/17 2:00;40.0;744.060;19.00;58.30
21/6/17 2:30;40.0;1.160.430;19.00;55.30
21/6/17 3:00;22.0;1.099.083;18.33;60.73
21/6/17 3:30;20.0;471.317;18.10;56.77
21/6/17 4:00;25.0;414.587;18.00;62.00
21/6/17 4:30;29.0;490.780;18.00;62.70
21/6/17 5:00;15.0;683.540;18.07;61.47
21/6/17 5:30;15.0;363.637;21.77;53.97
21/6/17 6:00;19.0;348.593;25.50;42.43
21/6/17 6:30;26.0;373.510;27.97;34.93
21/6/17 7:00;34.0;436.993;29.41;32.07
21/6/17 7:30;47.0;539.600;30.20;30.83
21/6/17 8:00;67.0;813.140;31.13;30.27
21/6/17 8:30;89.0;1.647.097;32.93;28.47
21/6/17 9:00;100.0;2.987.056;33.00;28.11
21/6/17 9:30;113.0;3.111.330;33.07;28.10
21/6/17 10:00;124.0;3.513.267;33.43;28.13
21/6/17 10:30;120.0;3.726.237;35.27;27.10
21/6/17 11:00;121.0;3.302.337;35.83;26.97
21/6/17 11:30;125.0;3.084.650;37.13;26.30
21/6/17 12:00;115.0;3.050.220;38.87;25.27
21/6/17 12:30;104.0;3.145.213;30.67;30.33
21/6/17 13:00;86.0;4.076.373;20.57;56.83
21/6/17 13:30;70.0;4.046.833;19.10;68.17
21/6/17 14:00;56.0;2.596.717;20.00;68.00
21/6/17 14:30;52.0;1.884.243;20.37;68.17
21/6/17 15:00;48.0;1.354.530;21.47;64.33
21/6/17 15:30;46.0;1.137.677;23.33;61.23
21/6/17 16:00;51.0;905.667;24.00;59.47
21/6/17 16:30;61.0;1.037.277;24.40;56.83
21/6/17 17:00;60.0;1.297.387;24.20;55.10
21/6/17 17:30;61.0;1.313.393;24.00;56.43
